,shop_id,date,item_name,n_sold,price,promotion,category
71,1,2021-01-19,baguette,1413.0,3.9,False,Bakery
72,1,2021-01-20,cucumber,1063.0,8.38,False,Vegetables
73,1,2021-01-20,bun,1046.0,3.9,False,Bakery
74,1,2021-01-20,salad,763.0,9.9,False,Vegetables
75,1,2021-01-20,baguette,3423.0,3.9,False,Bakery
76,1,2021-01-21,cucumber,822.0,7.86,False,Vegetables
77,1,2021-01-21,bun,1241.0,3.9,False,Bakery
78,1,2021-01-21,salad,336.0,9.54,False,Vegetables
79,1,2021-01-21,baguette,1596.0,3.9,False,Bakery
80,1,2021-01-22,cucumber,1135.0,8.39,False,Vegetables
81,1,2021-01-22,bun,1535.0,3.9,False,Bakery
82,1,2021-01-22,salad,683.0,9.9,False,Vegetables
83,1,2021-01-22,baguette,1644.0,3.9,False,Bakery
84,1,2021-01-23,cucumber,344.0,8.5,False,Vegetables
85,1,2021-01-23,bun,758.0,3.9,False,Bakery
86,1,2021-01-23,salad,312.0,9.9,False,Vegetables
87,1,2021-01-23,baguette,1175.0,3.9,False,Bakery
88,1,2021-01-24,cucumber,577.0,8.5,False,Vegetables
89,1,2021-01-24,bun,514.0,3.9,False,Bakery
90,1,2021-01-24,salad,350.0,9.9,False,Vegetables
91,1,2021-01-24,baguette,1266.0,3.9,False,Bakery
92,1,2021-01-25,cucumber,1061.0,8.5,False,Vegetables
93,1,2021-01-25,bun,2581.0,3.9,False,Bakery
94,1,2021-01-25,salad,312.0,9.9,False,Vegetables
95,1,2021-01-25,baguette,1593.0,3.9,False,Bakery
96,1,2021-01-26,cucumber,771.0,8.5,False,Vegetables
97,1,2021-01-26,bun,1280.0,3.9,False,Bakery
98,1,2021-01-26,salad,475.0,9.03,False,Vegetables
99,1,2021-01-26,baguette,1687.0,3.9,False,Bakery
100,1,2021-01-27,cucumber,1091.0,8.5,False,Vegetables
101,1,2021-01-27,bun,859.0,3.9,False,Bakery
102,1,2021-01-27,salad,434.0,9.9,False,Vegetables
103,1,2021-01-27,baguette,1983.0,3.9,False,Bakery
104,1,2021-01-28,cucumber,781.0,8.5,False,Vegetables
105,1,2021-01-28,bun,1123.0,3.9,False,Bakery
106,1,2021-01-28,salad,490.0,9.9,False,Vegetables
107,1,2021-01-28,baguette,2113.0,3.9,False,Bakery
108,1,2021-01-29,cucumber,862.0,8.5,False,Vegetables
109,1,2021-01-29,bun,947.0,3.9,False,Bakery
110,1,2021-01-29,salad,452.0,9.9,False,Vegetables
111,1,2021-01-29,baguette,2539.0,3.9,False,Bakery
112,1,2021-01-30,cucumber,756.0,8.5,False,Vegetables
113,1,2021-01-30,bun,934.0,3.9,False,Bakery
114,1,2021-01-30,salad,355.0,9.9,False,Vegetables
115,1,2021-01-30,baguette,1277.0,3.9,False,Bakery
116,1,2021-01-31,cucumber,390.0,8.5,False,Vegetables
117,1,2021-01-31,bun,801.0,3.9,False,Bakery
118,1,2021-01-31,salad,298.0,9.9,False,Vegetables
119,1,2021-01-31,baguette,1314.0,0.0,False,Bakery
120,1,2021-02-01,cucumber,781.0,8.5,False,Vegetables
121,1,2021-02-01,bun,1670.0,3.9,False,Bakery
122,1,2021-02-01,salad,331.0,9.9,False,Vegetables
123,1,2021-02-01,baguette,1334.0,3.9,False,Bakery
124,1,2021-02-02,cucumber,725.0,8.5,False,Vegetables
125,1,2021-02-02,bun,1221.0,3.9,False,Bakery
126,1,2021-02-02,salad,297.0,9.9,False,Vegetables
127,1,2021-02-02,baguette,1545.0,3.9,False,Bakery
128,1,2021-02-03,cucumber,3268.0,6.9,True,Vegetables
129,1,2021-02-03,bun,1227.0,3.9,False,Bakery
130,1,2021-02-03,salad,538.0,9.9,False,Vegetables
131,1,2021-02-03,baguette,2399.0,3.9,False,Bakery
132,1,2021-02-04,cucumber,2795.0,6.9,True,Vegetables
133,1,2021-02-04,bun,1333.0,3.9,False,Bakery
134,1,2021-02-04,salad,552.0,9.9,False,Vegetables
135,1,2021-02-04,baguette,1466.0,3.9,False,Bakery
136,1,2021-02-05,cucumber,3931.0,6.9,True,Vegetables
137,1,2021-02-05,bun,1079.0,3.9,False,Bakery
138,1,2021-02-05,salad,386.0,9.9,False,Vegetables
139,1,2021-02-05,baguette,2070.0,3.9,False,Bakery
140,1,2021-02-06,cucumber,2075.0,6.9,True,Vegetables
141,1,2021-02-06,bun,1075.0,3.9,False,Bakery
142,1,2021-02-06,salad,295.0,9.9,False,Vegetables
143,1,2021-02-06,baguette,1053.0,3.9,False,Bakery
144,1,2021-02-07,cucumber,981.0,6.9,True,Vegetables
145,1,2021-02-07,bun,657.0,3.9,False,Bakery
146,1,2021-02-07,salad,216.0,9.9,False,Vegetables
147,1,2021-02-07,baguette,764.0,3.9,False,Bakery
148,1,2021-02-08,cucumber,2717.0,6.9,True,Vegetables
149,1,2021-02-08,bun,1296.0,3.9,False,Bakery
150,1,2021-02-08,salad,504.0,9.9,False,Vegetables
151,1,2021-02-08,baguette,1608.0,3.9,False,Bakery
152,1,2021-02-09,cucumber,3003.0,6.9,True,Vegetables
153,1,2021-02-09,bun,1244.0,3.9,False,Bakery
154,1,2021-02-09,salad,321.0,9.9,False,Vegetables
155,1,2021-02-09,baguette,2043.0,3.9,False,Bakery
156,1,2021-02-10,cucumber,1002.0,8.5,False,Vegetables
157,1,2021-02-10,bun,1020.0,3.9,False,Bakery
158,1,2021-02-10,salad,568.0,9.9,False,Vegetables
159,1,2021-02-10,baguette,2850.0,3.9,False,Bakery
160,1,2021-02-11,cucumber,736.0,8.5,False,Vegetables
161,1,2021-02-11,bun,1382.0,3.9,False,Bakery
162,1,2021-02-11,salad,296.0,9.9,False,Vegetables
163,1,2021-02-11,baguette,2337.0,3.9,False,Bakery
164,1,2021-02-12,cucumber,1014.0,8.5,False,Vegetables
165,1,2021-02-12,bun,1265.0,3.9,False,Bakery
166,1,2021-02-12,salad,553.0,9.9,False,Vegetables
167,1,2021-02-12,baguette,2099.0,3.9,False,Bakery
168,1,2021-02-13,cucumber,641.0,8.5,False,Vegetables
169,1,2021-02-13,bun,569.0,3.9,False,Bakery
170,1,2021-02-13,salad,426.0,9.9,False,Vegetables
171,1,2021-02-13,baguette,1508.0,3.9,False,Bakery
172,1,2021-02-14,cucumber,384.0,8.5,False,Vegetables
173,1,2021-02-14,bun,786.0,3.9,False,Bakery
174,1,2021-02-14,salad,323.0,9.9,False,Vegetables
175,1,2021-02-14,baguette,618.0,3.9,False,Bakery
176,1,2021-02-15,cucumber,964.0,8.5,False,Vegetables
177,1,2021-02-15,bun,1551.0,3.9,False,Bakery
178,1,2021-02-15,salad,389.0,9.9,False,Vegetables
179,1,2021-02-15,baguette,2305.0,3.9,False,Bakery
180,1,2021-02-16,cucumber,877.0,8.5,False,Vegetables
181,1,2021-02-16,bun,973.0,3.9,False,Bakery
182,1,2021-02-16,salad,344.0,9.9,False,Vegetables
183,1,2021-02-16,baguette,2966.0,3.9,False,Bakery
184,1,2021-02-17,cucumber,973.0,8.5,False,Vegetables
185,1,2021-02-17,bun,4155.0,2.9,True,Bakery
186,1,2021-02-17,salad,408.0,9.9,False,Vegetables
187,1,2021-02-17,baguette,2576.0,3.9,False,Bakery
188,1,2021-02-18,cucumber,679.0,8.5,False,Vegetables
189,1,2021-02-18,bun,3331.0,2.9,True,Bakery
190,1,2021-02-18,salad,381.0,9.9,False,Vegetables
191,1,2021-02-18,baguette,2211.0,3.9,False,Bakery
192,1,2021-02-19,cucumber,846.0,8.5,False,Vegetables
193,1,2021-02-19,bun,4668.0,2.9,True,Bakery
194,1,2021-02-19,salad,544.0,9.9,False,Vegetables
195,1,2021-02-19,baguette,2591.0,3.9,False,Bakery
196,1,2021-02-20,cucumber,395.0,8.5,False,Vegetables
197,1,2021-02-20,bun,2574.0,2.9,True,Bakery
198,1,2021-02-20,salad,307.0,9.9,False,Vegetables
199,1,2021-02-20,baguette,1383.0,3.9,False,Bakery
200,1,2021-02-21,cucumber,400.0,8.5,False,Vegetables
201,1,2021-02-21,bun,1689.0,2.9,True,Bakery
202,1,2021-02-21,salad,232.0,9.9,False,Vegetables
203,1,2021-02-21,baguette,1015.0,3.9,False,Bakery
204,1,2021-02-22,cucumber,773.0,8.5,False,Vegetables
205,1,2021-02-22,bun,3781.0,2.9,True,Bakery
206,1,2021-02-22,salad,315.0,9.9,False,Vegetables
207,1,2021-02-22,baguette,1983.0,3.9,False,Bakery
208,1,2021-02-23,cucumber,609.0,8.5,False,Vegetables
209,1,2021-02-23,bun,3472.0,2.9,True,Bakery
210,1,2021-02-23,salad,438.0,9.9,False,Vegetables
211,1,2021-02-23,baguette,2648.0,3.9,False,Bakery
212,1,2021-02-24,cucumber,1036.0,8.5,False,Vegetables
213,1,2021-02-24,bun,1411.0,3.9,False,Bakery
214,1,2021-02-24,salad,499.0,9.9,False,Vegetables
215,1,2021-02-24,baguette,2891.0,3.9,False,Bakery
216,1,2021-02-25,cucumber,658.0,8.5,False,Vegetables
217,1,2021-02-25,bun,1108.0,3.9,False,Bakery
218,1,2021-02-25,salad,566.0,9.9,False,Vegetables
219,1,2021-02-25,baguette,2561.0,3.9,False,Bakery
220,1,2021-02-26,cucumber,799.0,8.5,False,Vegetables
221,1,2021-02-26,bun,1659.0,3.9,False,Bakery
222,1,2021-02-26,salad,530.0,9.9,False,Vegetables
223,1,2021-02-26,baguette,1803.0,3.9,False,Bakery
224,1,2021-02-27,cucumber,563.0,8.5,False,Vegetables
225,1,2021-02-27,bun,1033.0,3.9,False,Bakery
226,1,2021-02-27,salad,341.0,9.9,False,Vegetables
227,1,2021-02-27,baguette,932.0,3.9,False,Bakery
228,1,2021-02-28,cucumber,425.0,8.5,False,Vegetables
229,1,2021-02-28,bun,720.0,3.9,False,Bakery
230,1,2021-02-28,salad,219.0,9.9,False,Vegetables
231,1,2021-02-28,baguette,1137.0,3.9,False,Bakery
232,1,2021-03-01,cucumber,825.0,8.5,False,Vegetables
233,1,2021-03-01,bun,1298.0,3.9,False,Bakery
234,1,2021-03-01,salad,461.0,9.9,False,Vegetables
235,1,2021-03-01,baguette,2167.0,3.9,False,Bakery
236,1,2021-03-02,cucumber,836.0,8.5,False,Vegetables
237,1,2021-03-02,bun,968.0,3.9,False,Bakery
238,1,2021-03-02,salad,445.0,9.9,False,Vegetables
239,1,2021-03-02,baguette,2198.0,3.9,False,Bakery
240,1,2021-03-03,cucumber,773.0,8.5,False,Vegetables
241,1,2021-03-03,bun,1501.0,3.9,False,Bakery
242,1,2021-03-03,salad,324.0,9.9,False,Vegetables
243,1,2021-03-03,baguette,1803.0,3.9,False,Bakery
244,1,2021-03-04,cucumber,649.0,8.5,False,Vegetables
245,1,2021-03-04,bun,1301.0,3.9,False,Bakery
246,1,2021-03-04,salad,316.0,9.9,False,Vegetables
247,1,2021-03-04,baguette,2526.0,3.9,False,Bakery
248,1,2021-03-05,cucumber,825.0,8.5,False,Vegetables
249,1,2021-03-05,bun,1135.0,3.9,False,Bakery
250,1,2021-03-05,salad,367.0,9.9,False,Vegetables
251,1,2021-03-05,baguette,1928.0,3.9,False,Bakery
252,1,2021-03-06,cucumber,649.0,8.5,False,Vegetables
253,1,2021-03-06,bun,959.0,3.9,False,Bakery
254,1,2021-03-06,salad,242.0,9.9,False,Vegetables
255,1,2021-03-06,baguette,1067.0,3.9,False,Bakery
256,1,2021-03-07,cucumber,236.0,8.5,False,Vegetables
257,1,2021-03-07,bun,548.0,3.9,False,Bakery
258,1,2021-03-07,salad,279.0,9.9,False,Vegetables
259,1,2021-03-07,baguette,872.0,3.9,False,Bakery
260,1,2021-03-08,cucumber,1006.0,8.5,False,Vegetables
261,1,2021-03-08,bun,2027.0,3.9,False,Bakery
262,1,2021-03-08,salad,407.0,9.9,False,Vegetables
263,1,2021-03-08,baguette,3182.0,3.9,False,Bakery
264,1,2021-03-09,cucumber,915.0,8.5,False,Vegetables
265,1,2021-03-09,bun,1473.0,3.9,False,Bakery
266,1,2021-03-09,salad,306.0,9.9,False,Vegetables
267,1,2021-03-09,baguette,2894.0,3.9,False,Bakery
268,1,2021-03-10,cucumber,2999.0,6.9,True,Vegetables
269,1,2021-03-10,bun,1003.0,3.9,False,Bakery
270,1,2021-03-10,salad,174.0,9.9,False,Vegetables
271,1,2021-03-10,baguette,2359.0,3.9,False,Bakery
272,1,2021-03-11,cucumber,2578.0,6.9,True,Vegetables
273,1,2021-03-11,bun,1178.0,3.9,False,Bakery
274,1,2021-03-11,salad,457.0,9.9,False,Vegetables
275,1,2021-03-11,baguette,1561.0,3.9,False,Bakery
276,1,2021-03-12,cucumber,2427.0,6.9,True,Vegetables
277,1,2021-03-12,bun,1163.0,3.9,False,Bakery
278,1,2021-03-12,salad,467.0,9.9,False,Vegetables
279,1,2021-03-12,baguette,1564.0,3.9,False,Bakery
280,1,2021-03-13,cucumber,1716.0,6.9,True,Vegetables
281,1,2021-03-13,bun,633.0,3.9,False,Bakery
282,1,2021-03-13,salad,293.0,9.9,False,Vegetables
283,1,2021-03-13,baguette,1681.0,3.9,False,Bakery
284,1,2021-03-14,cucumber,2080.0,6.9,True,Vegetables
285,1,2021-03-14,bun,793.0,3.9,False,Bakery
286,1,2021-03-14,salad,119.0,9.9,False,Vegetables
287,1,2021-03-14,baguette,985.0,3.9,False,Bakery
288,1,2021-03-15,cucumber,2743.0,6.9,True,Vegetables
289,1,2021-03-15,bun,1066.0,3.9,False,Bakery
290,1,2021-03-15,salad,492.0,9.9,False,Vegetables
291,1,2021-03-15,baguette,2292.0,3.9,False,Bakery
292,1,2021-03-16,cucumber,2991.0,6.9,True,Vegetables
293,1,2021-03-16,bun,1173.0,3.9,False,Bakery
294,1,2021-03-16,salad,307.0,9.9,False,Vegetables
295,1,2021-03-16,baguette,1763.0,3.9,False,Bakery
296,1,2021-03-17,cucumber,918.0,8.5,False,Vegetables
297,1,2021-03-17,bun,7111.0,2.9,True,Bakery
298,1,2021-03-17,salad,311.0,9.9,False,Vegetables
299,1,2021-03-17,baguette,2518.0,3.9,False,Bakery
300,1,2021-03-18,cucumber,677.0,8.5,False,Vegetables
301,1,2021-03-18,bun,5739.0,2.9,True,Bakery
302,1,2021-03-18,salad,302.0,9.9,False,Vegetables
303,1,2021-03-18,baguette,2267.0,3.9,False,Bakery
304,1,2021-03-19,cucumber,576.0,8.5,False,Vegetables
305,1,2021-03-19,bun,6045.0,2.9,True,Bakery
306,1,2021-03-19,salad,406.0,9.9,False,Vegetables
307,1,2021-03-19,baguette,3348.0,3.9,False,Bakery
308,1,2021-03-20,cucumber,622.0,8.5,False,Vegetables
309,1,2021-03-20,bun,4471.0,2.9,True,Bakery
310,1,2021-03-20,salad,255.0,9.9,False,Vegetables
311,1,2021-03-20,baguette,1384.0,3.9,False,Bakery
312,1,2021-03-21,cucumber,523.0,8.5,False,Vegetables
313,1,2021-03-21,bun,2654.0,2.9,True,Bakery
314,1,2021-03-21,salad,270.0,9.9,False,Vegetables
315,1,2021-03-21,baguette,1233.0,3.9,False,Bakery
316,1,2021-03-22,cucumber,1109.0,8.5,False,Vegetables
317,1,2021-03-22,bun,4242.0,2.9,True,Bakery
318,1,2021-03-22,salad,529.0,9.9,False,Vegetables
319,1,2021-03-22,baguette,3163.0,3.9,False,Bakery
320,1,2021-03-23,cucumber,605.0,8.5,False,Vegetables
321,1,2021-03-23,bun,4022.0,2.9,True,Bakery
322,1,2021-03-23,salad,243.0,9.9,False,Vegetables
323,1,2021-03-23,baguette,1669.0,3.9,False,Bakery
324,1,2021-03-24,cucumber,673.0,8.5,False,Vegetables
325,1,2021-03-24,bun,1018.0,3.9,False,Bakery
326,1,2021-03-24,salad,1579.0,7.9,True,Vegetables
327,1,2021-03-24,baguette,2661.0,3.9,False,Bakery
328,1,2021-03-25,cucumber,703.0,8.5,False,Vegetables
329,1,2021-03-25,bun,1903.0,3.9,False,Bakery
330,1,2021-03-25,salad,1107.0,7.9,True,Vegetables
331,1,2021-03-25,baguette,1738.0,3.9,False,Bakery
332,1,2021-03-26,cucumber,1125.0,8.5,False,Vegetables
333,1,2021-03-26,bun,1122.0,3.9,False,Bakery
334,1,2021-03-26,salad,1269.0,7.9,True,Vegetables
335,1,2021-03-26,baguette,2502.0,3.9,False,Bakery
336,1,2021-03-27,cucumber,322.0,8.5,False,Vegetables
337,1,2021-03-27,bun,1224.0,3.9,False,Bakery
338,1,2021-03-27,salad,739.0,7.9,True,Vegetables
339,1,2021-03-27,baguette,2426.0,3.9,False,Bakery
340,1,2021-03-28,cucumber,435.0,8.5,False,Vegetables
341,1,2021-03-28,bun,1034.0,3.9,False,Bakery
342,1,2021-03-28,salad,783.0,7.9,True,Vegetables
343,1,2021-03-28,baguette,651.0,3.9,False,Bakery
344,1,2021-03-29,cucumber,422.0,8.5,False,Vegetables
345,1,2021-03-29,bun,1934.0,3.9,False,Bakery
346,1,2021-03-29,salad,1318.0,7.9,True,Vegetables
347,1,2021-03-29,baguette,2339.0,3.9,False,Bakery
348,1,2021-03-30,cucumber,836.0,8.5,False,Vegetables
349,1,2021-03-30,bun,1192.0,3.9,False,Bakery
350,1,2021-03-30,salad,1395.0,7.9,True,Vegetables
351,1,2021-03-30,baguette,1982.0,3.9,False,Bakery
352,1,2021-03-31,cucumber,938.0,8.5,False,Vegetables
353,1,2021-03-31,bun,1005.0,3.9,False,Bakery
354,1,2021-03-31,salad,396.0,9.9,False,Vegetables
355,1,2021-03-31,baguette,2244.0,3.9,False,Bakery
356,1,2021-04-01,cucumber,1277.0,8.5,False,Vegetables
357,1,2021-04-01,bun,1558.0,3.9,False,Bakery
358,1,2021-04-01,salad,511.0,9.9,False,Vegetables
359,1,2021-04-01,baguette,3262.0,3.9,False,Bakery
360,1,2021-04-03,cucumber,910.0,8.5,False,Vegetables
361,1,2021-04-03,bun,930.0,3.9,False,Bakery
362,1,2021-04-03,salad,604.0,9.9,False,Vegetables
363,1,2021-04-03,baguette,1682.0,3.9,False,Bakery
364,1,2021-04-04,cucumber,650.0,8.5,False,Vegetables
365,1,2021-04-04,bun,905.0,3.9,False,Bakery
366,1,2021-04-04,salad,372.0,9.9,False,Vegetables
367,1,2021-04-04,baguette,1418.0,3.9,False,Bakery
368,1,2021-04-06,cucumber,1048.0,8.5,False,Vegetables
369,1,2021-04-06,bun,1089.0,3.9,False,Bakery
370,1,2021-04-06,salad,459.0,9.9,False,Vegetables
371,1,2021-04-06,baguette,2325.0,3.9,False,Bakery
372,1,2021-04-07,cucumber,813.0,8.5,False,Vegetables
373,1,2021-04-07,bun,907.0,3.9,False,Bakery
374,1,2021-04-07,salad,330.0,9.9,False,Vegetables
375,1,2021-04-07,baguette,1838.0,3.9,False,Bakery
376,1,2021-04-08,cucumber,645.0,8.5,False,Vegetables
377,1,2021-04-08,bun,1018.0,3.9,False,Bakery
378,1,2021-04-08,salad,432.0,9.9,False,Vegetables
379,1,2021-04-08,baguette,1743.0,3.9,False,Bakery
380,1,2021-04-09,cucumber,1081.0,8.5,False,Vegetables
381,1,2021-04-09,bun,1839.0,3.9,False,Bakery
382,1,2021-04-09,salad,547.0,9.9,False,Vegetables
383,1,2021-04-09,baguette,2375.0,3.9,False,Bakery
384,1,2021-04-10,cucumber,360.0,8.5,False,Vegetables
385,1,2021-04-10,bun,975.0,3.9,False,Bakery
386,1,2021-04-10,salad,273.0,9.9,False,Vegetables
387,1,2021-04-10,baguette,1878.0,3.9,False,Bakery
388,1,2021-04-11,cucumber,410.0,8.5,False,Vegetables
389,1,2021-04-11,bun,686.0,3.9,False,Bakery
390,1,2021-04-11,salad,288.0,9.9,False,Vegetables
391,1,2021-04-11,baguette,1381.0,3.9,False,Bakery
392,1,2021-04-12,cucumber,554.0,8.5,False,Vegetables
393,1,2021-04-12,bun,2043.0,3.9,False,Bakery
394,1,2021-04-12,salad,491.0,9.9,False,Vegetables
395,1,2021-04-12,baguette,2516.0,3.9,False,Bakery
396,1,2021-04-13,cucumber,625.0,8.5,False,Vegetables
397,1,2021-04-13,bun,1766.0,3.9,False,Bakery
398,1,2021-04-13,salad,539.0,9.9,False,Vegetables
399,1,2021-04-13,baguette,2099.0,3.9,False,Bakery
400,1,2021-04-14,cucumber,779.0,8.5,False,Vegetables
401,1,2021-04-14,bun,3404.0,2.9,True,Bakery
402,1,2021-04-14,salad,456.0,9.9,False,Vegetables
403,1,2021-04-14,baguette,2726.0,3.9,False,Bakery
404,1,2021-04-15,cucumber,957.0,8.5,False,Vegetables
405,1,2021-04-15,bun,3554.0,2.9,True,Bakery
406,1,2021-04-15,salad,341.0,9.9,False,Vegetables
407,1,2021-04-15,baguette,1460.0,3.9,False,Bakery
408,1,2021-04-16,cucumber,461.0,8.5,False,Vegetables
409,1,2021-04-16,bun,2792.0,2.9,True,Bakery
410,1,2021-04-16,salad,976.0,9.9,False,Vegetables
411,1,2021-04-16,baguette,2144.0,3.9,False,Bakery
412,1,2021-04-17,cucumber,408.0,8.5,False,Vegetables
413,1,2021-04-17,bun,2343.0,2.9,True,Bakery
414,1,2021-04-17,salad,456.0,9.9,False,Vegetables
415,1,2021-04-17,baguette,1333.0,3.9,False,Bakery
416,1,2021-04-18,cucumber,250.0,8.5,False,Vegetables
417,1,2021-04-18,bun,1849.0,2.9,True,Bakery
418,1,2021-04-18,salad,271.0,9.9,False,Vegetables
419,1,2021-04-18,baguette,845.0,3.9,False,Bakery
420,1,2021-04-19,cucumber,491.0,8.5,False,Vegetables
421,1,2021-04-19,bun,3336.0,2.9,True,Bakery
422,1,2021-04-19,salad,708.0,9.9,False,Vegetables
423,1,2021-04-19,baguette,1559.0,3.9,False,Bakery
424,1,2021-04-20,cucumber,436.0,8.5,False,Vegetables
425,1,2021-04-20,bun,4149.0,2.9,True,Bakery
426,1,2021-04-20,salad,530.0,9.9,False,Vegetables
427,1,2021-04-20,baguette,1900.0,3.9,False,Bakery
428,1,2021-04-21,cucumber,492.0,8.5,False,Vegetables
429,1,2021-04-21,bun,2151.0,3.9,False,Bakery
430,1,2021-04-21,salad,717.0,9.9,False,Vegetables
431,1,2021-04-21,baguette,2400.0,3.9,False,Bakery
432,1,2021-04-22,cucumber,632.0,8.5,False,Vegetables
433,1,2021-04-22,bun,1238.0,3.9,False,Bakery
434,1,2021-04-22,salad,600.0,9.9,False,Vegetables
435,1,2021-04-22,baguette,2030.0,3.9,False,Bakery
436,1,2021-04-23,cucumber,696.0,8.5,False,Vegetables
437,1,2021-04-23,bun,1393.0,3.9,False,Bakery
438,1,2021-04-23,salad,653.0,9.9,False,Vegetables
439,1,2021-04-23,baguette,2090.0,3.9,False,Bakery
440,1,2021-04-24,cucumber,337.0,8.5,False,Vegetables
441,1,2021-04-24,bun,1250.0,3.9,False,Bakery
442,1,2021-04-24,salad,403.0,9.9,False,Vegetables
443,1,2021-04-24,baguette,1016.0,3.9,False,Bakery
444,1,2021-04-25,cucumber,410.0,8.5,False,Vegetables
445,1,2021-04-25,bun,969.0,3.9,False,Bakery
446,1,2021-04-25,salad,330.0,9.9,False,Vegetables
447,1,2021-04-25,baguette,1475.0,3.9,False,Bakery
448,1,2021-04-26,cucumber,884.0,8.5,False,Vegetables
449,1,2021-04-26,bun,1389.0,3.9,False,Bakery
450,1,2021-04-26,salad,470.0,9.9,False,Vegetables
451,1,2021-04-26,baguette,1940.0,3.9,False,Bakery
452,1,2021-04-27,cucumber,619.0,8.5,False,Vegetables
